Rk,Team,Date▲,PTS,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
2042,PHI,2024-02-05,102,,DAL,L 102-118,240,40,93,.430,32,64,.500,8,29,.276,14,20,.700,102,42,87,.483,25,44,.568,17,43,.395,17,23,.739,118
2043,WAS,2024-02-02,102,,MIA,L 102-110,240,37,90,.411,26,48,.542,11,42,.262,17,21,.810,102,38,88,.432,31,57,.544,7,31,.226,27,35,.771,110
2044,OKC,2024-01-20,102,@,MIN,W 102-97,240,32,81,.395,24,57,.421,8,24,.333,30,35,.857,102,31,75,.413,17,38,.447,14,37,.378,21,29,.724,97
2045,DEN,2024-01-19,102,@,BOS,W 102-100,240,42,81,.519,34,50,.680,8,31,.258,10,13,.769,102,38,89,.427,24,45,.533,14,44,.318,10,14,.714,100
2046,BOS,2024-01-11,102,@,MIL,L 102-135,240,34,91,.374,25,56,.446,9,35,.257,25,30,.833,102,52,92,.565,34,50,.680,18,42,.429,13,16,.813,135
2047,BRK,2024-01-11,102,@,CLE,L 102-111,240,37,82,.451,29,55,.527,8,27,.296,20,28,.714,102,32,82,.390,19,38,.500,13,44,.295,34,43,.791,111
2048,GSW,2023-12-28,102,,MIA,L 102-114,240,37,88,.420,29,55,.527,8,33,.242,20,25,.800,102,44,91,.484,34,60,.567,10,31,.323,16,22,.727,114
2049,WAS,2023-12-27,102,,TOR,L 102-132,240,42,90,.467,34,57,.596,8,33,.242,10,15,.667,102,52,91,.571,37,53,.698,15,38,.395,13,19,.684,132
2050,DEN,2023-12-23,102,@,CHO,W 102-95,240,39,90,.433,27,60,.450,12,30,.400,12,14,.857,102,34,88,.386,26,60,.433,8,28,.286,19,23,.826,95
2051,BRK,2023-12-20,102,,NYK,L 102-121,240,37,101,.366,22,54,.407,15,47,.319,13,17,.765,102,44,95,.463,31,62,.500,13,33,.394,20,25,.800,121
2052,DET,2023-12-06,102,,MEM,L 102-116,240,41,91,.451,30,56,.536,11,35,.314,9,9,1.000,102,47,91,.516,36,65,.554,11,26,.423,11,14,.786,116
2053,MIN,2023-12-06,102,,SAS,W 102-94,240,36,87,.414,24,47,.511,12,40,.300,18,21,.857,102,38,101,.376,30,65,.462,8,36,.222,10,15,.667,94
2054,DEN,2023-12-06,102,@,LAC,L 102-111,240,41,98,.418,29,67,.433,12,31,.387,8,9,.889,102,40,87,.460,28,60,.467,12,27,.444,19,25,.760,111
2055,TOR,2023-11-26,102,@,CLE,L 102-105,240,37,89,.416,29,57,.509,8,32,.250,20,29,.690,102,45,97,.464,35,66,.530,10,31,.323,5,6,.833,105
2056,POR,2023-11-26,102,@,MIL,L 102-108,240,37,91,.407,24,59,.407,13,32,.406,15,20,.750,102,35,89,.393,21,47,.447,14,42,.333,24,32,.750,108
2057,SAS,2023-11-22,102,,LAC,L 102-109,240,35,91,.385,24,53,.453,11,38,.289,21,23,.913,102,39,85,.459,30,57,.526,9,28,.321,22,29,.759,109
2058,CHI,2023-11-22,102,@,OKC,L 102-116,240,34,88,.386,17,44,.386,17,44,.386,17,17,1.000,102,37,75,.493,26,46,.565,11,29,.379,31,38,.816,116
2059,BOS,2023-11-19,102,@,MEM,W 102-100,240,35,77,.455,23,46,.500,12,31,.387,20,25,.800,102,37,95,.389,20,51,.392,17,44,.386,9,10,.900,100
2060,CHI,2023-11-18,102,,MIA,W 102-97,240,36,81,.444,20,36,.556,16,45,.356,14,19,.737,102,33,77,.429,21,41,.512,12,36,.333,19,23,.826,97
2061,BRK,2023-11-12,102,,WAS,W 102-94,240,37,98,.378,25,49,.510,12,49,.245,16,20,.800,102,33,88,.375,23,47,.489,10,41,.244,18,25,.720,94
2062,MEM,2023-11-08,102,,MIA,L 102-108,240,35,90,.389,24,53,.453,11,37,.297,21,28,.750,102,35,77,.455,24,49,.490,11,28,.393,27,32,.844,108
2063,ORL,2023-11-06,102,,DAL,L 102-117,240,40,85,.471,32,58,.552,8,27,.296,14,18,.778,102,41,82,.500,26,42,.619,15,40,.375,20,28,.714,117
2064,GSW,2023-11-01,102,,SAC,W 102-101,240,39,81,.481,28,50,.560,11,31,.355,13,15,.867,102,36,88,.409,25,53,.472,11,35,.314,18,23,.783,101
2065,ORL,2023-10-31,102,@,LAC,L 102-118,240,38,81,.469,31,51,.608,7,30,.233,19,33,.576,102,44,89,.494,30,58,.517,14,31,.452,16,23,.696,118
2066,NOP,2023-10-30,102,,GSW,L 102-130,240,38,93,.409,28,54,.519,10,39,.256,16,26,.615,102,51,98,.520,36,57,.632,15,41,.366,13,20,.650,130
2067,UTA,2023-10-30,102,@,DEN,L 102-110,240,42,98,.429,31,61,.508,11,37,.297,7,15,.467,102,47,84,.560,38,56,.679,9,28,.321,7,17,.412,110
2068,CHI,2023-10-28,102,@,DET,L 102-118,240,39,93,.419,28,65,.431,11,28,.393,13,16,.813,102,45,86,.523,33,58,.569,12,28,.429,16,20,.800,118
2069,ORL,2023-10-27,102,@,POR,W 102-97,240,36,79,.456,27,51,.529,9,28,.321,21,32,.656,102,35,88,.398,26,56,.464,9,32,.281,18,21,.857,97
2070,DET,2023-10-25,102,@,MIA,L 102-103,240,41,92,.446,30,60,.500,11,32,.344,9,15,.600,102,37,92,.402,29,70,.414,8,22,.364,21,26,.808,103
2071,BOS,2024-04-05,101,,SAC,W 101-100,240,38,89,.427,26,45,.578,12,44,.273,13,18,.722,101,38,99,.384,21,48,.438,17,51,.333,7,13,.538,100
2072,CLE,2024-04-03,101,@,PHO,L 101-122,240,39,83,.470,32,57,.561,7,26,.269,16,19,.842,101,44,87,.506,26,54,.481,18,33,.545,16,17,.941,122
2073,MIL,2024-04-03,101,,MEM,L 101-111,240,38,95,.400,20,51,.392,18,44,.409,7,12,.583,101,46,91,.505,39,68,.574,7,23,.304,12,17,.706,111
2074,CHI,2024-04-01,101,,ATL,L 101-113,240,37,94,.394,30,66,.455,7,28,.250,20,24,.833,101,41,82,.500,22,42,.524,19,40,.475,12,18,.667,113
2075,MIN,2024-03-31,101,,CHI,L 101-109,240,38,81,.469,27,44,.614,11,37,.297,14,21,.667,101,42,80,.525,25,51,.490,17,29,.586,8,12,.667,109
2076,CLE,2024-03-31,101,@,DEN,L 101-130,240,38,82,.463,30,57,.526,8,25,.320,17,21,.810,101,50,87,.575,29,54,.537,21,33,.636,9,13,.692,130
2077,HOU,2024-03-29,101,@,UTA,W 101-100,240,35,91,.385,22,49,.449,13,42,.310,18,28,.643,101,37,80,.463,29,49,.592,8,31,.258,18,19,.947,100
2078,GSW,2024-03-27,101,@,ORL,W 101-93,240,40,90,.444,30,56,.536,10,34,.294,11,13,.846,101,36,85,.424,26,53,.491,10,32,.313,11,21,.524,93
2079,TOR,2024-03-27,101,,NYK,L 101-145,240,39,84,.464,28,53,.528,11,31,.355,12,13,.923,101,55,94,.585,33,50,.660,22,44,.500,13,16,.813,145
2080,DET,2024-03-24,101,,NOP,L 101-114,240,32,79,.405,21,38,.553,11,41,.268,26,32,.813,101,41,81,.506,30,47,.638,11,34,.324,21,31,.677,114
2081,LAL,2024-03-22,101,,PHI,W 101-94,240,32,73,.438,20,42,.476,12,31,.387,25,33,.758,101,33,96,.344,25,59,.424,8,37,.216,20,24,.833,94
2082,DET,2024-03-17,101,,MIA,L 101-104,240,38,83,.458,24,47,.511,14,36,.389,11,14,.786,101,40,89,.449,28,54,.519,12,35,.343,12,16,.750,104
2083,SAS,2024-03-12,101,,HOU,L 101-103,240,39,82,.476,28,46,.609,11,36,.306,12,14,.857,101,37,80,.463,27,48,.563,10,32,.313,19,21,.905,103
2084,CLE,2024-03-10,101,,BRK,L 101-120,240,37,76,.487,23,44,.523,14,32,.438,13,20,.650,101,42,79,.532,24,44,.545,18,35,.514,18,20,.900,120
2085,CLE,2024-03-06,101,@,ATL,L 101-112,240,39,89,.438,29,45,.644,10,44,.227,13,17,.765,101,43,84,.512,32,54,.593,11,30,.367,15,20,.750,112
2086,ORL,2024-03-05,101,@,CHO,W 101-89,240,40,74,.541,27,39,.692,13,35,.371,8,15,.533,101,33,72,.458,21,39,.538,12,33,.364,11,11,1.000,89
2087,SAS,2024-03-05,101,@,HOU,L 101-114,240,38,87,.437,26,51,.510,12,36,.333,13,16,.813,101,49,105,.467,40,71,.563,9,34,.265,7,11,.636,114
2088,MEM,2024-02-28,101,@,MIN,L 101-110,240,36,93,.387,25,56,.446,11,37,.297,18,20,.900,101,39,79,.494,25,44,.568,14,35,.400,18,22,.818,110
2089,MIN,2024-02-24,101,,BRK,W 101-86,240,36,84,.429,24,46,.522,12,38,.316,17,23,.739,101,35,104,.337,29,69,.420,6,35,.171,10,11,.909,86
2090,LAC,2024-02-23,101,@,MEM,W 101-95,240,37,84,.440,25,52,.481,12,32,.375,15,17,.882,101,38,91,.418,30,56,.536,8,35,.229,11,16,.688,95
2091,SAS,2024-02-03,101,,CLE,L 101-117,240,36,98,.367,24,58,.414,12,40,.300,17,21,.810,101,46,97,.474,33,53,.623,13,44,.295,12,13,.923,117
2092,MEM,2024-02-02,101,,GSW,L 101-121,240,35,87,.402,21,41,.512,14,46,.304,17,24,.708,101,46,83,.554,35,54,.648,11,29,.379,18,22,.818,121
2093,MEM,2024-02-01,101,,CLE,L 101-108,240,37,90,.411,25,52,.481,12,38,.316,15,17,.882,101,41,86,.477,27,51,.529,14,35,.400,12,18,.667,108
2094,OKC,2024-01-29,101,,MIN,L 101-107,240,35,79,.443,21,44,.477,14,35,.400,17,22,.773,101,40,83,.482,26,54,.481,14,29,.483,13,15,.867,107
2095,IND,2024-01-06,101,,BOS,L 101-118,240,38,92,.413,30,50,.600,8,42,.190,17,22,.773,101,46,90,.511,30,49,.612,16,41,.390,10,19,.526,118
2096,BRK,2024-01-03,101,@,HOU,L 101-112,240,36,93,.387,23,49,.469,13,44,.295,16,26,.615,101,37,76,.487,18,37,.486,19,39,.487,19,27,.704,112
2097,WAS,2024-01-03,101,@,CLE,L 101-140,240,42,101,.416,30,66,.455,12,35,.343,5,11,.455,101,54,101,.535,34,59,.576,20,42,.476,12,16,.750,140
2098,SAS,2023-12-31,101,,BOS,L 101-134,240,40,94,.426,28,49,.571,12,45,.267,9,12,.750,101,51,95,.537,36,53,.679,15,42,.357,17,22,.773,134
2099,DAL,2023-12-14,101,,MIN,L 101-119,240,39,83,.470,32,51,.627,7,32,.219,16,18,.889,101,44,88,.500,30,57,.526,14,31,.452,17,25,.680,119
2100,BRK,2023-12-14,101,@,DEN,L 101-124,240,39,95,.411,31,65,.477,8,30,.267,15,20,.750,101,47,99,.475,35,63,.556,12,36,.333,18,21,.857,124
2101,WAS,2023-12-11,101,@,PHI,L 101-146,240,36,85,.424,27,54,.500,9,31,.290,20,31,.645,101,52,95,.547,32,49,.653,20,46,.435,22,25,.880,146
2102,OKC,2023-12-06,101,@,HOU,L 101-110,240,37,87,.425,29,58,.500,8,29,.276,19,24,.792,101,40,83,.482,25,50,.500,15,33,.455,15,22,.682,110
2103,DET,2023-12-02,101,,CLE,L 101-110,240,39,83,.470,31,53,.585,8,30,.267,15,23,.652,101,44,89,.494,34,59,.576,10,30,.333,12,18,.667,110
2104,ORL,2023-12-02,101,@,BRK,L 101-129,240,35,88,.398,26,59,.441,9,29,.310,22,27,.815,101,46,91,.505,32,57,.561,14,34,.412,23,31,.742,129
2105,MIN,2023-11-30,101,,UTA,W 101-90,240,39,89,.438,26,54,.481,13,35,.371,10,13,.769,101,33,87,.379,22,53,.415,11,34,.324,13,14,.929,90
2106,LAL,2023-11-22,101,,DAL,L 101-104,240,39,84,.464,28,55,.509,11,29,.379,12,19,.632,101,38,96,.396,22,46,.478,16,50,.320,12,16,.750,104
2107,GSW,2023-11-14,101,,MIN,L 101-104,240,37,88,.420,24,49,.490,13,39,.333,14,16,.875,101,36,81,.444,22,47,.468,14,34,.412,18,21,.857,104
2108,LAC,2023-11-12,101,,MEM,L 101-105,240,37,85,.435,25,51,.490,12,34,.353,15,23,.652,101,37,88,.420,24,47,.511,13,41,.317,18,24,.750,105
2109,NOP,2023-11-10,101,@,HOU,L 101-104,240,34,75,.453,26,50,.520,8,25,.320,25,34,.735,101,36,88,.409,26,53,.491,10,35,.286,22,28,.786,104
2110,NOP,2023-11-08,101,@,MIN,L 101-122,240,36,93,.387,28,65,.431,8,28,.286,21,22,.955,101,45,82,.549,30,45,.667,15,37,.405,17,24,.708,122
2111,LAL,2023-11-04,101,@,ORL,L 101-120,240,37,84,.440,29,54,.537,8,30,.267,19,21,.905,101,46,101,.455,34,68,.500,12,33,.364,16,19,.842,120
2112,CHI,2023-11-04,101,@,DEN,L 101-123,240,39,86,.453,32,60,.533,7,26,.269,16,23,.696,101,42,81,.519,26,45,.578,16,36,.444,23,30,.767,123
2113,SAC,2023-11-01,101,@,GSW,L 101-102,240,36,88,.409,25,53,.472,11,35,.314,18,23,.783,101,39,81,.481,28,50,.560,11,31,.355,13,15,.867,102
2114,DET,2023-11-01,101,,POR,L 101-110,240,40,90,.444,29,61,.475,11,29,.379,10,11,.909,101,38,81,.469,31,61,.508,7,20,.350,27,33,.818,110
2115,GSW,2024-04-11,100,@,POR,W 100-92,240,36,77,.468,24,42,.571,12,35,.343,16,20,.800,100,35,97,.361,27,63,.429,8,34,.235,14,17,.824,92
2116,POR,2024-04-09,100,,NOP,L 100-110,240,40,85,.471,27,47,.574,13,38,.342,7,8,.875,100,36,87,.414,25,51,.490,11,36,.306,27,29,.931,110
2117,SAC,2024-04-05,100,@,BOS,L 100-101,240,38,99,.384,21,48,.438,17,51,.333,7,13,.538,100,38,89,.427,26,45,.578,12,44,.273,13,18,.722,101
2118,NYK,2024-04-05,100,@,CHI,L 100-108,240,36,83,.434,26,54,.481,10,29,.345,18,24,.750,100,44,93,.473,37,70,.529,7,23,.304,13,16,.813,108
2119,DEN,2024-04-04,100,@,LAC,L 100-102,240,36,83,.434,25,48,.521,11,35,.314,17,25,.680,100,34,90,.378,27,57,.474,7,33,.212,27,32,.844,102
2120,OKC,2024-04-03,100,@,BOS,L 100-135,240,35,81,.432,30,57,.526,5,24,.208,25,28,.893,100,50,92,.543,33,52,.635,17,40,.425,18,19,.947,135
2121,DAL,2024-04-02,100,@,GSW,L 100-104,240,39,89,.438,24,49,.490,15,40,.375,7,11,.636,100,41,90,.456,26,58,.448,15,32,.469,7,7,1.000,104
2122,UTA,2024-03-29,100,,HOU,L 100-101,240,37,80,.463,29,49,.592,8,31,.258,18,19,.947,100,35,91,.385,22,49,.449,13,42,.310,18,28,.643,101
2123,LAC,2024-03-29,100,@,ORL,W 100-97,240,41,85,.482,33,61,.541,8,24,.333,10,12,.833,100,38,86,.442,28,57,.491,10,29,.345,11,15,.733,97
2124,MIL,2024-03-28,100,@,NOP,L 100-107,240,38,82,.463,24,43,.558,14,39,.359,10,19,.526,100,36,91,.396,28,59,.475,8,32,.250,27,34,.794,107
2125,NYK,2024-03-21,100,@,DEN,L 100-113,240,38,79,.481,27,48,.563,11,31,.355,13,17,.765,100,45,84,.536,39,64,.609,6,20,.300,17,20,.850,113
2126,BRK,2024-03-16,100,@,IND,L 100-121,240,33,77,.429,23,52,.442,10,25,.400,24,31,.774,100,50,105,.476,44,75,.587,6,30,.200,15,16,.938,121
2127,UTA,2024-03-16,100,,MIN,L 100-119,240,38,83,.458,32,57,.561,6,26,.231,18,21,.857,100,44,93,.473,25,52,.481,19,41,.463,12,15,.800,119
2128,DEN,2024-03-13,100,@,MIA,W 100-88,240,40,82,.488,29,49,.592,11,33,.333,9,13,.692,100,34,80,.425,29,59,.492,5,21,.238,15,18,.833,88
2129,LAC,2024-03-12,100,,MIN,L 100-118,240,34,72,.472,23,42,.548,11,30,.367,21,25,.840,100,48,94,.511,36,61,.590,12,33,.364,10,14,.714,118
2130,MIA,2024-03-08,100,@,OKC,L 100-107,240,38,82,.463,27,53,.509,11,29,.379,13,18,.722,100,42,89,.472,30,51,.588,12,38,.316,11,13,.846,107
2131,CHO,2024-03-08,100,@,WAS,L 100-112,240,40,100,.400,31,58,.534,9,42,.214,11,15,.733,100,43,87,.494,37,54,.685,6,33,.182,20,23,.870,112
2132,NYK,2024-03-05,100,,ATL,L 100-116,240,38,99,.384,22,47,.468,16,52,.308,8,11,.727,100,44,87,.506,34,56,.607,10,31,.323,18,23,.783,116
2133,MEM,2024-03-02,100,,POR,L 100-107 (OT),265,30,83,.361,15,43,.349,15,40,.375,25,33,.758,100,39,92,.424,28,57,.491,11,35,.314,18,24,.750,107
2134,DET,2024-03-01,100,,CLE,L 100-110,240,33,89,.371,23,53,.434,10,36,.278,24,28,.857,100,33,83,.398,15,42,.357,18,41,.439,26,30,.867,110
2135,DET,2024-02-14,100,@,PHO,L 100-116,240,38,99,.384,28,62,.452,10,37,.270,14,22,.636,100,35,77,.455,25,46,.543,10,31,.323,36,44,.818,116
2136,NYK,2024-02-14,100,@,ORL,L 100-118,240,35,84,.417,24,55,.436,11,29,.379,19,24,.792,100,48,76,.632,36,50,.720,12,26,.462,10,11,.909,118
2137,LAC,2024-02-12,100,,MIN,L 100-121,240,34,84,.405,25,56,.446,9,28,.321,23,26,.885,100,46,86,.535,35,52,.673,11,34,.324,18,19,.947,121
2138,TOR,2024-02-05,100,@,NOP,L 100-138,240,40,84,.476,30,53,.566,10,31,.323,10,15,.667,100,53,104,.510,34,59,.576,19,45,.422,13,13,1.000,138
2139,DEN,2024-01-31,100,@,OKC,L 100-105,240,37,93,.398,22,56,.393,15,37,.405,11,16,.688,100,37,87,.425,26,61,.426,11,26,.423,20,25,.800,105
2140,MIL,2024-01-26,100,,CLE,L 100-112,240,35,87,.402,22,53,.415,13,34,.382,17,24,.708,100,38,92,.413,24,56,.429,14,36,.389,22,31,.710,112
2141,POR,2024-01-26,100,@,SAS,L 100-116,240,38,90,.422,28,53,.528,10,37,.270,14,19,.737,100,42,92,.457,32,58,.552,10,34,.294,22,26,.846,116
2142,TOR,2024-01-22,100,,MEM,L 100-108,240,35,79,.443,27,56,.482,8,23,.348,22,23,.957,100,44,95,.463,31,61,.508,13,34,.382,7,12,.583,108
2143,TOR,2024-01-20,100,@,NYK,L 100-126,240,38,92,.413,27,58,.466,11,34,.324,13,23,.565,100,48,88,.545,34,49,.694,14,39,.359,16,20,.800,126
2144,BOS,2024-01-19,100,,DEN,L 100-102,240,38,89,.427,24,45,.533,14,44,.318,10,14,.714,100,42,81,.519,34,50,.680,8,31,.258,10,13,.769,102
2145,ORL,2024-01-13,100,@,OKC,L 100-112,240,39,84,.464,32,49,.653,7,35,.200,15,24,.625,100,43,94,.457,35,58,.603,8,36,.222,18,21,.857,112
2146,SAC,2024-01-07,100,,NOP,L 100-133,240,38,91,.418,23,46,.500,15,45,.333,9,12,.750,100,50,82,.610,31,47,.660,19,35,.543,14,16,.875,133
2147,CHI,2024-01-03,100,@,NYK,L 100-116,240,37,89,.416,24,57,.421,13,32,.406,13,16,.813,100,46,89,.517,31,51,.608,15,38,.395,9,11,.818,116
2148,CHO,2023-12-06,100,@,CHI,L 100-111,240,39,90,.433,29,53,.547,10,37,.270,12,12,1.000,100,38,90,.422,26,65,.400,12,25,.480,23,29,.793,111
2149,NOP,2023-11-25,100,@,UTA,L 100-105,240,39,93,.419,28,57,.491,11,36,.306,11,18,.611,100,38,87,.437,23,44,.523,15,43,.349,14,17,.824,105
2150,NYK,2023-11-24,100,,MIA,W 100-98,240,39,81,.481,29,52,.558,10,29,.345,12,18,.667,100,34,87,.391,24,50,.480,10,37,.270,20,21,.952,98
2151,NYK,2023-11-20,100,@,MIN,L 100-117,240,32,92,.348,23,54,.426,9,38,.237,27,34,.794,100,41,80,.513,30,46,.652,11,34,.324,24,32,.750,117
2152,CHI,2023-11-20,100,,MIA,L 100-118,240,37,81,.457,26,44,.591,11,37,.297,15,16,.938,100,42,84,.500,25,49,.510,17,35,.486,17,20,.850,118
2153,MEM,2023-11-19,100,,BOS,L 100-102,240,37,95,.389,20,51,.392,17,44,.386,9,10,.900,100,35,77,.455,23,46,.500,12,31,.387,20,25,.800,102
2154,HOU,2023-11-17,100,@,LAC,L 100-106,240,38,88,.432,28,57,.491,10,31,.323,14,20,.700,100,36,83,.434,23,49,.469,13,34,.382,21,30,.700,106
2155,DET,2023-11-17,100,@,CLE,L 100-108,240,39,91,.429,30,56,.536,9,35,.257,13,15,.867,100,42,82,.512,33,61,.541,9,21,.429,15,21,.714,108
2156,BRK,2023-11-08,100,,LAC,W 100-93,240,37,92,.402,22,51,.431,15,41,.366,11,13,.846,100,36,91,.396,28,55,.509,8,36,.222,13,13,1.000,93
2157,POR,2023-11-05,100,,MEM,L 100-112,240,37,95,.389,23,50,.460,14,45,.311,12,15,.800,100,45,89,.506,32,57,.561,13,32,.406,9,13,.692,112
2158,PHO,2023-11-04,100,@,PHI,L 100-112,240,32,89,.360,23,54,.426,9,35,.257,27,33,.818,100,43,90,.478,32,60,.533,11,30,.367,15,18,.833,112
2159,LAL,2023-10-26,100,,PHO,W 100-95,240,36,84,.429,31,55,.564,5,29,.172,23,29,.793,100,34,81,.420,25,50,.500,9,31,.290,18,23,.783,95
2160,ORL,2024-04-10,99,@,MIL,L 99-117,240,36,78,.462,25,48,.521,11,30,.367,16,23,.696,99,43,84,.512,28,44,.636,15,40,.375,16,20,.800,117
2161,NYK,2024-04-02,99,@,MIA,L 99-109,240,35,76,.461,23,42,.548,12,34,.353,17,21,.810,99,36,74,.486,19,36,.528,17,38,.447,20,21,.952,109
2162,IND,2024-03-27,99,@,CHI,L 99-125,240,34,85,.400,21,43,.488,13,42,.310,18,23,.783,99,49,98,.500,37,71,.521,12,27,.444,15,18,.833,125
2163,DET,2024-03-25,99,@,NYK,L 99-124,240,34,88,.386,24,54,.444,10,34,.294,21,22,.955,99,45,89,.506,26,43,.605,19,46,.413,15,22,.682,124
2164,MEM,2024-03-22,99,@,SAS,W 99-97,240,33,82,.402,21,48,.438,12,34,.353,21,31,.677,99,37,95,.389,30,57,.526,7,38,.184,16,23,.696,97
2165,GSW,2024-03-13,99,@,DAL,L 99-109,240,37,92,.402,28,64,.438,9,28,.321,16,19,.842,99,44,82,.537,38,55,.691,6,27,.222,15,19,.789,109
2166,POR,2024-03-11,99,,BOS,L 99-121,240,39,87,.448,29,59,.492,10,28,.357,11,11,1.000,99,49,100,.490,34,60,.567,15,40,.375,8,12,.667,121
2167,BRK,2024-03-09,99,@,CHO,L 99-110,240,36,90,.400,22,48,.458,14,42,.333,13,17,.765,99,44,81,.543,33,51,.647,11,30,.367,11,15,.733,110
2168,ATL,2024-03-08,99,@,MEM,W 99-92,240,37,87,.425,22,52,.423,15,35,.429,10,15,.667,99,30,74,.405,20,48,.417,10,26,.385,22,30,.733,92
2169,CHO,2024-02-29,99,,MIL,L 99-111,240,36,82,.439,24,43,.558,12,39,.308,15,20,.750,99,39,86,.453,23,47,.489,16,39,.410,17,20,.850,111
2170,NYK,2024-02-29,99,,GSW,L 99-110,240,35,95,.368,23,56,.411,12,39,.308,17,24,.708,99,44,98,.449,30,54,.556,14,44,.318,8,16,.500,110
2171,PHI,2024-02-27,99,@,BOS,L 99-117,240,37,94,.394,23,52,.442,14,42,.333,11,12,.917,99,39,74,.527,34,52,.654,5,22,.227,34,37,.919,117
2172,ATL,2024-02-14,99,@,CHO,L 99-122,240,36,89,.404,27,51,.529,9,38,.237,18,20,.900,99,44,89,.494,29,52,.558,15,37,.405,19,20,.950,122
2173,TOR,2024-02-12,99,,SAS,L 99-122,240,39,98,.398,31,67,.463,8,31,.258,13,16,.813,99,46,87,.529,35,57,.614,11,30,.367,19,23,.826,122
2174,CHO,2024-02-04,99,,IND,L 99-115,240,35,88,.398,27,59,.458,8,29,.276,21,25,.840,99,45,92,.489,34,59,.576,11,33,.333,14,18,.778,115
2175,DET,2024-02-04,99,,ORL,L 99-111,240,36,80,.450,28,49,.571,8,31,.258,19,22,.864,99,45,84,.536,35,60,.583,10,24,.417,11,15,.733,111
2176,HOU,2024-01-31,99,,NOP,L 99-110,240,35,87,.402,22,43,.512,13,44,.295,16,17,.941,99,41,82,.500,30,48,.625,11,34,.324,17,24,.708,110
2177,ORL,2024-01-22,99,,CLE,L 99-126,240,34,74,.459,23,45,.511,11,29,.379,20,30,.667,99,45,80,.563,25,42,.595,20,38,.526,16,22,.727,126
2178,SAS,2024-01-15,99,@,ATL,L 99-109,240,38,95,.400,27,53,.509,11,42,.262,12,17,.706,99,40,93,.430,27,55,.491,13,38,.342,16,21,.762,109
2179,ATL,2024-01-13,99,,WAS,L 99-127,240,32,93,.344,21,53,.396,11,40,.275,24,33,.727,99,47,97,.485,35,65,.538,12,32,.375,21,26,.808,127
2180,MIA,2024-01-12,99,,ORL,W 99-96,240,37,83,.446,29,57,.509,8,26,.308,17,20,.850,99,36,82,.439,24,42,.571,12,40,.300,12,20,.600,96
2181,CHO,2024-01-12,99,@,SAS,L 99-135,240,32,89,.360,22,55,.400,10,34,.294,25,28,.893,99,45,87,.517,27,49,.551,18,38,.474,27,34,.794,135
2182,CHO,2023-12-18,99,@,TOR,L 99-114,240,39,89,.438,31,57,.544,8,32,.250,13,13,1.000,99,44,86,.512,36,57,.632,8,29,.276,18,22,.818,114
2183,SAC,2023-12-12,99,@,LAC,L 99-119,240,36,86,.419,26,49,.531,10,37,.270,17,24,.708,99,44,84,.524,33,55,.600,11,29,.379,20,21,.952,119
2184,MIA,2023-12-08,99,,CLE,L 99-111,240,37,86,.430,22,44,.500,15,42,.357,10,15,.667,99,40,87,.460,26,49,.531,14,38,.368,17,26,.654,111
2185,PHI,2023-11-22,99,@,MIN,L 99-112,240,34,87,.391,27,55,.491,7,32,.219,24,30,.800,99,43,89,.483,33,63,.524,10,26,.385,16,24,.667,112
2186,UTA,2023-11-21,99,@,LAL,L 99-131,240,38,98,.388,27,54,.500,11,44,.250,12,16,.750,99,49,86,.570,38,57,.667,11,29,.379,22,27,.815,131
2187,SAS,2023-11-20,99,,LAC,L 99-124,240,39,90,.433,29,52,.558,10,38,.263,11,14,.786,99,45,95,.474,33,59,.559,12,36,.333,22,25,.880,124
2188,BRK,2023-11-19,99,,PHI,L 99-121,240,38,81,.469,27,53,.509,11,28,.393,12,16,.750,99,44,94,.468,28,59,.475,16,35,.457,17,18,.944,121
2189,WAS,2023-11-17,99,,NYK,L 99-120,240,37,82,.451,27,50,.540,10,32,.313,15,16,.938,99,45,91,.495,29,53,.547,16,38,.421,14,20,.700,120
2190,CHO,2023-11-17,99,,MIL,L 99-130,240,37,91,.407,31,65,.477,6,26,.231,19,22,.864,99,49,89,.551,27,44,.614,22,45,.489,10,13,.769,130
2191,POR,2023-11-14,99,@,UTA,L 99-115,240,37,88,.420,26,53,.491,11,35,.314,14,20,.700,99,44,95,.463,31,52,.596,13,43,.302,14,15,.933,115
2192,PHO,2023-11-12,99,,OKC,L 99-111,240,32,83,.386,23,54,.426,9,29,.310,26,31,.839,99,40,82,.488,30,55,.545,10,27,.370,21,25,.840,111
2193,TOR,2023-11-02,99,@,PHI,L 99-114,240,38,79,.481,28,51,.549,10,28,.357,13,19,.684,99,42,92,.457,33,67,.493,9,25,.360,21,25,.840,114
2194,POR,2023-10-30,99,@,TOR,W 99-91,240,38,85,.447,27,50,.540,11,35,.314,12,15,.800,99,38,94,.404,34,65,.523,4,29,.138,11,15,.733,91
2195,CHO,2023-10-27,99,,DET,L 99-111,240,33,88,.375,26,60,.433,7,28,.250,26,34,.765,99,40,88,.455,30,58,.517,10,30,.333,21,25,.840,111
2196,CHO,2024-04-12,98,@,BOS,L 98-131,240,32,76,.421,17,41,.415,15,35,.429,19,22,.864,98,54,104,.519,40,63,.635,14,41,.341,9,13,.692,131
